Name,Survived,Boarded,MWC,Age,Adut_or_Chld,Sex,Paid,Class_Dept,Class
"REEVES, Mr David",Died,Southampton,Man,36,Adult,Male,10.5,2nd Class Passenger,2
"REEVES, Mr Frederick Simms",Died,Southampton,Man,33,Adult,Male,,Engineering Crew,E
"REID, Mr Robert Thomas",Died,Southampton,Man,30,Adult,Male,,Engineering Crew,E
"REKIC, Mr Tido",Died,Southampton,Man,38,Adult,Male,7.89583333,3rd Class Passenger,3
"RENOUF, Mr Peter Henry",Died,Southampton,Man,33,Adult,Male,21,2nd Class Passenger,2
"RENOUF, Mrs Lillian",Survived,Southampton,Woman,30,Adult,Female,21,2nd Class Passenger,2
"REUCHLIN, Mr Jonkheer Johan George",Died,Cherbourg,Man,37,Adult,Male,0,1st Class Passenger,1
"REVELL, Mr William James Francis",Died,Belfast,Man,31,Adult,Male,,Victualling Crew,V
"REYNALDS, Sra. Encarnaci_n",Survived,Southampton,Woman,28,Adult,Female,13,2nd Class Passenger,2
"REYNOLDS, Mr Harold",Died,Southampton,Man,21,Adult,Male,8.05,,3
"RHEIMS, Mr George Alexander Lucien",Survived,Cherbourg,Man,33,Adult,Male,39.6,1st Class Passenger,1
"RICALDONE, Sig. Rinaldo Renato",Died,Southampton,Man,22,Adult,Male,,Restaurant Staff,R
"RICE, Master Albert",Died,Queenstown,Child,10,Child,Male,29.125,3rd Class Passenger,3
"RICE, Master Arthur",Died,Queenstown,Child,4,Child,Male,29.125,3rd Class Passenger,3
"RICE, Master Eric",Died,Queenstown,Child,7,Child,Male,29.125,3rd Class Passenger,3
"RICE, Master Eugene Francis",Died,Queenstown,Child,2,Child,Male,29.125,3rd Class Passenger,3
"RICE, Master George Hugh",Died,Queenstown,Child,8,Child,Male,29.125,3rd Class Passenger,3
"RICE, Mr Charles",Survived,Southampton,Man,32,Adult,Male,,Engineering Crew,E
"RICE, Mr John Reginald",Died,Southampton,Man,25,Adult,Male,,Victualling Crew,V
"RICE, Mr Percy",Died,Southampton,Man,19,Adult,Male,,Victualling Crew,V
"RICE, Mrs Margaret",Died,Queenstown,Woman,39,Adult,Female,29.125,3rd Class Passenger,3
"RICHARD, Mr Emile Phillippe",Died,Cherbourg,Man,23,Adult,Male,15,2nd Class Passenger,2
"RICHARDS, Master Sibley George",Survived,Southampton,Child,0.75,Child,Male,18.75,2nd Class Passenger,2
"RICHARDS, Master William Rowe",Survived,Southampton,Child,3,Child,Male,18.75,2nd Class Passenger,2
"RICHARDS, Mr Joseph James",Died,Southampton,Man,28,Adult,Male,,Engineering Crew,E
"RICHARDS, Mrs Emily",Survived,Southampton,Woman,24,Adult,Female,18.75,2nd Class Passenger,2
"RICKMAN, Mr George Albert",Died,Southampton,Man,36,Adult,Male,,Engineering Crew,E
"RICKS, Mr Cyril Gordon",Died,Southampton,Man,23,Adult,Male,,Victualling Crew,V
"RIDOUT, Mr Walter George",Died,Southampton,Man,29,Adult,Male,,Victualling Crew,V
"RIDSDALE, Miss Lucy",Survived,Southampton,Woman,58,Adult,Female,10.5,2nd Class Passenger,2
"RIGHINI, Mr Sante",Died,Cherbourg,Man,22,Adult,Male,135.633333,1st Class PassengerServant,1
"RIGOZZI, Sig. Abele",Died,Southampton,Man,22,Adult,Male,,Restaurant Staff,R
"RIIHIVUORI, Miss Susanna Juhantyt_r",Died,Southampton,Woman,22,Adult,Female,39.6875,3rd Class Passenger,3
"RIMMER, Mr Gilbert",Died,Southampton,Man,28,Adult,Male,,Victualling Crew,V
"RINTAM_KI, Mr Matti",Died,Southampton,Man,35,Adult,Male,7.125,3rd Class Passenger,3
"RIORDAN, Miss Hannah",Survived,Queenstown,Woman,18,Adult,Female,7.72083333,3rd Class Passenger,3
"RISIEN, Mr Samuel Beard",Died,Southampton,Man,69,Adult,Male,14.5,3rd Class Passenger,3
"RISIEN, Mrs Emma",Died,Southampton,Woman,58,Adult,Female,14.5,3rd Class Passenger,3
"ROBBINS, Mr Victor",Died,Cherbourg,Man,42,Adult,Male,247.525,1st Class PassengerServant,1
"ROBERT, Mrs Elisabeth Walton",Survived,Southampton,Woman,43,Adult,Female,211.3375,1st Class Passenger,1
"ROBERTON, Mr George Edward",Died,Southampton,Man,19,Adult,Male,,Victualling Crew,V
"ROBERTS, Mr Frank John",Died,Belfast,Man,36,Adult,Male,,Victualling Crew,V
"ROBERTS, Mr Hugh H.",Died,Belfast,Man,40,Adult,Male,,Victualling Crew,V
"ROBERTS, Mr Robert George",Died,Southampton,Man,35,Adult,Male,,Engineering Crew,E
"ROBERTS, Mrs Mary Kezia",Survived,Southampton,Woman,41,Adult,Female,,Victualling Crew,V
"ROBINS, Mr Alexander A.",Died,Southampton,Man,50,Adult,Male,14.5,3rd Class Passenger,3
"ROBINS, Mrs Grace Charity",Died,Southampton,Woman,47,Adult,Female,14.5,3rd Class Passenger,3
"ROBINSON, Mr James William",Died,Southampton,Man,30,Adult,Male,,Victualling Crew,V
"ROBINSON, Mrs Annie",Survived,Southampton,Woman,40,Adult,Female,,Victualling Crew,V
"ROEBLING, Mr Washington Augustus II",Died,Southampton,Man,31,Adult,Male,50.4958333,1st Class Passenger,1
"ROGERS, Mr Edward James William",Died,Southampton,Man,31,Adult,Male,,Victualling Crew,V
"ROGERS, Mr Michael",Died,Southampton,Man,27,Adult,Male,,Victualling Crew,V
"ROGERS, Mr Reginald Harry",Died,Southampton,Man,18,Adult,Male,10.5,2nd Class Passenger,2
"ROGERS, Mr William John",Died,Southampton,Man,29,Adult,Male,8.05,3rd Class Passenger,3
"ROMAINE, Mr Charles Hallace",Survived,Southampton,Man,45,Adult,Male,26.55,1st Class Passenger,1
"ROMMETVEDT, Mr Knud Paust",Died,Southampton,Man,49,Adult,Male,7.775,3rd Class Passenger,3
"ROOD, Mr Hugh Roscoe",Died,Southampton,Man,39,Adult,Male,50,1st Class Passenger,1
"ROSBLOM, Miss Salli Helena",Died,Southampton,Child,2,Child,Female,20.2125,3rd Class Passenger,3
"ROSBLOM, Mr Viktor Richard",Died,Southampton,Man,18,Adult,Male,20.2125,3rd Class Passenger,3
"ROSBLOM, Mrs Helena Wilhelmina",Died,Southampton,Woman,41,Adult,Female,20.2125,3rd Class Passenger,3
"ROSENBAUM, Miss Edith Louise",Survived,Cherbourg,Woman,33,Adult,Female,27.7208333,1st Class Passenger,1
"ROSENSHINE, Mr George",Died,Cherbourg,Man,46,Adult,Male,79,1st Class Passenger,1
"ROSS, Mr Horace Leopold",Survived,Southampton,Man,38,Adult,Male,,Victualling Crew,V
"ROSS, Mr John Hugo",Died,Southampton,Man,36,Adult,Male,40.125,1st Class Passenger,1
"ROTH, Miss Sarah",Survived,Southampton,Woman,31,Adult,Female,8.05,,3
"ROTHES, Lucy Nol Martha, Countess of",Survived,Southampton,Woman,33,Adult,Female,86.5,1st Class Passenger,1
"ROTHSCHILD, Mr Martin",Died,Cherbourg,Man,46,Adult,Male,59.4,1st Class Passenger,1
"ROTHSCHILD, Mrs Elizabeth Jane Anne",Survived,Cherbourg,Woman,54,Adult,Female,59.4,1st Class Passenger,1
"ROTTA, Sig. Angelo Mario",Died,Southampton,Man,23,Adult,Male,,Restaurant Staff,R
"ROUS, Mr Arthur John",Died,Belfast,Man,26,Adult,Male,,Engineering Crew,E
"ROUSE, Mr Richard Henry",Died,Southampton,Man,53,Adult,Male,8.05,3rd Class Passenger,3
"ROUSSEAU, Mr Pierre",Died,Southampton,Man,49,Adult,Male,,Restaurant Staff,R
"ROWE, Mr Alfred G.",Died,Southampton,Man,59,Adult,Male,26.55,1st Class Passenger,1
"ROWE, Mr Edgar Maurice",Died,Belfast,Man,31,Adult,Male,,Victualling Crew,V
"ROWE, Mr George Thomas",Survived,Belfast,Man,32,Adult,Male,,Deck Crew,D
"RUDD, Mr Henry",Died,Southampton,Man,23,Adult,Male,,Engineering Crew,E
"RUGG, Miss Emily",Survived,Southampton,Woman,21,Adult,Female,10.5,2nd Class Passenger,2
"RULE, Mr Samuel James",Survived,Belfast,Man,58,Adult,Male,,Victualling Crew,V
"RUSH, Mr Alfred George John",Died,Southampton,Man,17,Adult,Male,8.05,3rd Class Passenger,3
"RUSSELL, Mr Boysie Richard",Died,Southampton,Man,17,Adult,Male,,Victualling Crew,V
"RUTTER, Mr Sidney Frank",Died,Southampton,Man,26,Adult,Male,,,E
"RYAN, Mr Edward",Survived,Queenstown,Man,24,Adult,Male,7.75,3rd Class Passenger,3
"RYAN, Mr Patrick",Died,Queenstown,Man,29,Adult,Male,24.15,3rd Class Passenger,3
"RYAN, Mr Thomas",Died,Southampton,Man,27,Adult,Male,,Victualling Crew,V
"RYERSON, Master John Borie",Survived,Cherbourg,Child,13,Child,Male,262.375,1st Class Passenger,1
"RYERSON, Miss Emily Borie",Survived,Cherbourg,Woman,18,Adult,Female,262.375,1st Class Passenger,1
"RYERSON, Miss Susan Parker Suzette",Survived,Cherbourg,Woman,21,Adult,Female,262.375,,1
"RYERSON, Mr Arthur Larned",Died,Cherbourg,Man,61,Adult,Male,262.375,1st Class Passenger,1
"RYERSON, Mr William Edwy",Survived,Southampton,Man,33,Adult,Male,,Victualling Crew,V
"RYERSON, Mrs Emily Maria",Survived,Cherbourg,Woman,48,Adult,Female,262.375,1st Class Passenger,1
"SAAD, Mr Amin",Died,Cherbourg,Man,30,Adult,Male,7.22916667,3rd Class Passenger,3
"SAAD, Mr Khalil",Died,Cherbourg,Man,27,Adult,Male,7.225,3rd Class Passenger,3
"SAALFELD, Mr Adolphe",Survived,Southampton,Man,47,Adult,Male,30.5,1st Class Passenger,1
"SACCAGGI, Sig. Giovanni Giuseppe Emilio",Died,Southampton,Man,24,Adult,Male,,Restaurant Staff,R
"SADLIER, Mr Matthew",Died,Queenstown,Man,18,Adult,Male,7.72916667,3rd Class Passenger,3
"SADOWITZ, Mr Henry",Died,Southampton,Man,17,Adult,Male,7.59166667,,3
"S_THER, Mr Simon Sivertsen",Died,Southampton,Man,43,Adult,Male,7.25,3rd Class Passenger,3
"SAGE, Master Anthony William",Died,Southampton,Child,12,Child,Male,69.55,3rd Class Passenger,3
"SAGE, Master Thomas Henry",Died,Southampton,Child,4,Child,Male,69.55,3rd Class Passenger,3
"SAGE, Miss Constance Gladys",Died,Southampton,Child,7,Child,Female,69.55,3rd Class Passenger,3
"SAGE, Miss Dorothy",Died,Southampton,Child,14,Child,Female,69.55,3rd Class Passenger,3
"SAGE, Miss Elizabeth Ada",Died,Southampton,Child,10,Child,Female,69.55,3rd Class Passenger,3
"SAGE, Miss Stella Anne",Died,Southampton,Woman,20,Adult,Female,69.55,3rd Class Passenger,3
"SAGE, Mr Douglas Bullen",Died,Southampton,Man,18,Adult,Male,69.55,3rd Class Passenger,3
"SAGE, Mr Frederick",Died,Southampton,Man,16,Adult,Male,69.55,3rd Class Passenger,3
"SAGE, Mr George John",Died,Southampton,Man,19,Adult,Male,69.55,3rd Class Passenger,3
"SAGE, Mr John George",Died,Southampton,Man,44,Adult,Male,69.55,3rd Class Passenger,3
"SAGE, Mrs Annie Elizabeth",Died,Southampton,Woman,44,Adult,Female,69.55,3rd Class Passenger,3
"S_GESSER, Mlle Emma",Survived,Cherbourg,Woman,24,Adult,Female,69.3,1st Class PassengerServant,1
"SALANDER, Mr Karl Johan",Died,Southampton,Man,24,Adult,Male,9.325,3rd Class Passenger,3
"SALKJELSVIK, Miss Anna Kristine",Survived,Southampton,Woman,21,Adult,Female,7.65,3rd Class Passenger,3
"SALOMON, Mr Abraham Lincoln",Survived,Cherbourg,Man,43,Adult,Male,26,1st Class Passenger,1
"SALONEN, Mr Johan Werner",Died,Southampton,Man,29,Adult,Male,7.925,3rd Class Passenger,3
"SALUSSOLIA, Sig. Govanni",Died,Southampton,Man,25,Adult,Male,,Restaurant Staff,R
"SAMAAN, Mr Elias",Died,Cherbourg,Man,17,Adult,Male,21.6791667,3rd Class Passenger,3
"SAMAAN, Mr Hanna Elias",Died,Cherbourg,Man,40,Adult,Male,21.6791667,3rd Class Passenger,3
"SAMAAN, Mr Youssef",Died,Cherbourg,Man,16,Adult,Male,21.6791667,3rd Class Passenger,3
"SAMUEL, Mr Owen Wilmore",Died,Southampton,Man,46,Adult,Male,,Victualling Crew,V
"SANDSTRM, Miss Beatrice Irene",Survived,Southampton,Child,1,Child,Female,16.7,3rd Class Passenger,3
"SANDSTRM, Miss Marguerite Rut",Survived,Southampton,Child,4,Child,Female,16.7,3rd Class Passenger,3
"SANDSTRM, Mrs Agnes Charlotta",Survived,Southampton,Woman,24,Adult,Female,16.7,3rd Class Passenger,3
"SANGSTER, Mr Charles Edward",Died,Southampton,Man,32,Adult,Male,,Engineering Crew,E
"SAP, Mr Julius (Jules)",Survived,Southampton,Man,21,Adult,Male,9.5,,3
"SARTORI, Sig. Lazar",Died,Southampton,Man,24,Adult,Male,,Restaurant Staff,R
"SAUNDERCOCK, Mr William Henry",Died,Southampton,Man,19,Adult,Male,8.05,3rd Class Passenger,3
"SAUNDERS, Mr D. E.",Died,Southampton,Man,26,Adult,Male,,Victualling Crew,V
"SAUNDERS, Mr F.",Died,Southampton,Man,23,Adult,Male,,Engineering Crew,E
"SAUNDERS, Mr W.",Died,Southampton,Man,23,Adult,Male,,Engineering Crew,E
"SAUNDERS, Mr Walter Edward",Died,Southampton,Man,23,Adult,Male,,Engineering Crew,E
"SAVAGE, Mr Charles Joseph",Survived,Southampton,Man,23,Adult,Male,,Victualling Crew,V
"SAWYER, Mr Frederick Charles",Died,Southampton,Man,33,Adult,Male,8.05,3rd Class Passenger,3
"SAWYER, Mr Robert James",Died,Southampton,Man,31,Adult,Male,,Deck Crew,D
"SCANLAN, Mr James",Died,Queenstown,Man,22,Adult,Male,7.725,3rd Class Passenger,3
"SCARROTT, Mr Joseph George",Survived,Southampton,Man,33,Adult,Male,,Deck Crew,D
"SCAVINO, Sig. Candido",Died,Southampton,Man,42,Adult,Male,,Restaurant Staff,R
"SCHABERT, Mrs Emma",Survived,Cherbourg,Woman,35,Adult,Female,57.75,1st Class Passenger,1
"SCHEERLINCK, Mr Jean",Survived,Southampton,Man,29,Adult,Male,9.5,3rd Class Passenger,3
"SCHMIDT, Mr August",Died,Southampton,Man,26,Adult,Male,13,2nd Class Passenger,2
"SCOTT, Mr Archibald",Died,Southampton,Man,41,Adult,Male,,Engineering Crew,E
"SCOTT, Mr Frederick William",Survived,Southampton,Man,28,Adult,Male,,Engineering Crew,E
"SCOTT, Mr John",Died,Southampton,Man,19,Adult,Male,,Victualling Crew,V
"SCOVELL, Mr Robert",Died,Southampton,Man,54,Adult,Male,,Victualling Crew,V
"SDYCOFF, Mr Todor",Died,Southampton,Man,42,Adult,Male,7.89583333,3rd Class Passenger,3
"SEDGWICK, Mr Charles Frederick Waddington",Died,Southampton,Man,28,Adult,Male,13,2nd Class Passenger,2
"SEDUNARY, Mr Samuel Francis",Died,Southampton,Man,25,Adult,Male,,Victualling Crew,V
"SELF, Mr Albert Charles Edward",Survived,Southampton,Man,24,Adult,Male,,Engineering Crew,E
"SELF, Mr Alfred Henry",Died,Southampton,Man,39,Adult,Male,,Engineering Crew,E
"SEMAN, Master Betros",Died,Cherbourg,Child,10,Child,Male,4,3rd Class Passenger,3
"SENIOR, Mr Harry",Survived,Southampton,Man,31,Adult,Male,,Engineering Crew,E
"SERREPLAN, Miss Auguste",Survived,Southampton,Woman,30,Adult,Female,31,1st Class PassengerServant,1
"SESIA, Sig. Giacomo",Died,Southampton,Man,24,Adult,Male,,Restaurant Staff,R
"SEWARD, Mr Frederic Kimber",Survived,Southampton,Man,34,Adult,Male,26.55,1st Class Passenger,1
"SEWARD, Mr Wilfred Deable",Survived,Southampton,Man,25,Adult,Male,,Victualling Crew,V
"SHARP, Mr Percival",Died,Southampton,Man,27,Adult,Male,26,2nd Class Passenger,2
"SHAUGHNESSY, Mr Patrick",Died,Queenstown,Man,24,Adult,Male,7.75,3rd Class Passenger,3
"SHAW, Mr Henry",Died,Southampton,Man,39,Adult,Male,,Victualling Crew,V
"SHEA, Mr John Joseph",Died,Belfast,Man,39,Adult,Male,,Victualling Crew,V
"SHEA, Mr Thomas",Died,Southampton,Man,32,Adult,Male,,Engineering Crew,E
"SHEATH, Mr Frederick",Survived,Southampton,Man,20,Adult,Male,,Engineering Crew,E
"SHEDID, Mr Daher",Died,Cherbourg,Man,19,Adult,Male,7.225,3rd Class Passenger,3
"SHELLARD, Mr Frederick William Blainey",Died,Southampton,Man,55,Adult,Male,15.1,3rd Class Passenger,3
"SHELLEY, Mrs Imanita Parrish",Survived,Southampton,Woman,25,Adult,Female,26,2nd Class Passenger,2
"SHEPHERD, Mr Jonathan",Died,Southampton,Man,32,Adult,Male,,Engineering Crew,E
"SHIERS, Mr Alfred Charles",Survived,Southampton,Man,25,Adult,Male,,Engineering Crew,E
"SHIHaB, Mr Al-Amir Faris",Died,Cherbourg,Man,29,Adult,Male,7.225,,3
"SHILLABEER, Mr Charles Frederick",Died,Southampton,Man,19,Adult,Male,,Engineering Crew,E
"SHINE, Miss Ellen",Survived,Queenstown,Woman,20,Adult,Female,7.829,,3
"SHORNEY, Mr Charles Joseph",Died,Southampton,Man,22,Adult,Male,8.05,3rd Class Passenger,3
"SHUTES, Miss Elizabeth Weed",Survived,Southampton,Woman,40,Adult,Female,153.4625,1st Class PassengerServant,1
"SIEBERT, Mr Sidney Conrad",Died,Belfast,Man,29,Adult,Male,,Victualling Crew,V
"SILVN, Miss Lyyli Karoliina",Survived,Southampton,Woman,17,Adult,Female,13,2nd Class Passenger,2
"SILVERTHORNE, Mr Spencer Victor",Survived,Southampton,Man,35,Adult,Male,26.2875,1st Class Passenger,1
"SILVEY, Mr William Baird",Died,Cherbourg,Man,51,Adult,Male,55.9,1st Class Passenger,1
"SILVEY, Mrs Alice Gray",Survived,Cherbourg,Woman,39,Adult,Female,55.9,,1
"SIMMONS, Mr Andrew George James",Survived,Southampton,Man,31,Adult,Male,,Victualling Crew,V
"SIMMONS, Mr Frederick Charles",Died,Southampton,Man,24,Adult,Male,,Victualling Crew,V
"SIMMONS, Mr John",Died,Southampton,Man,40,Adult,Male,8.05,3rd Class Passenger,3
"SIMMONS, Mr William",Died,Southampton,Man,35,Adult,Male,,Victualling Crew,V
"SIMONIUS-BLUMER, Mr Colonel (Oberst) Alfons",Survived,Southampton,Man,56,Adult,Male,35.5,1st Class Passenger,1
"SIMPSON, Dr John Edward",Died,Southampton,Man,37,Adult,Male,,Deck Crew,D
"SINCOCK, Miss Maude",Survived,Southampton,Woman,20,Adult,Female,36.75,2nd Class Passenger,2
"SINKKONEN, Miss Anna",Survived,Southampton,Woman,29,Adult,Female,13,2nd Class Passenger,2
"SIRAYANIAN, Mr Orsen",Died,Cherbourg,Man,22,Adult,Male,7.22916667,3rd Class Passenger,3
"SIROTA, Mr Morris",Died,Southampton,Man,20,Adult,Male,8.05,,3
"SIVIC, Mr Husein",Died,Southampton,Man,40,Adult,Male,7.89583333,3rd Class Passenger,3
"SIVIER, Mr William",Died,Southampton,Man,23,Adult,Male,,Victualling Crew,V
"SIVOLA, Mr Antti Wilhelm",Died,Southampton,Man,21,Adult,Male,7.925,3rd Class Passenger,3
"SJoBLOM, Miss Anna Sofia",Survived,Southampton,Woman,18,Adult,Female,6.49583333,3rd Class Passenger,3
"SJoSTEDT, Mr Ernst Adolf",Died,Southampton,Man,59,Adult,Male,13.5,2nd Class Passenger,2
"SKEATES, Mr William",Died,Southampton,Man,23,Adult,Male,,Engineering Crew,E
"SKINNER, Mr Edward",Died,Belfast,Man,33,Adult,Male,,Victualling Crew,V
"SKOOG, Master Harald",Died,Southampton,Child,5,Child,Male,27.9,3rd Class Passenger,3
"SKOOG, Master Karl Thorsten",Died,Southampton,Child,11,Child,Male,27.9,3rd Class Passenger,3
"SKOOG, Miss Mabel",Died,Southampton,Child,9,Child,Female,27.9,3rd Class Passenger,3
"SKOOG, Miss Margit Elizabeth",Died,Southampton,Child,2,Child,Female,27.9,3rd Class Passenger,3
"SKOOG, Mr Wilhelm (William Johansson)",Died,Southampton,Man,40,Adult,Male,27.9,,3
"SKOOG, Mrs Anna Bernhardina",Died,Southampton,Woman,43,Adult,Female,27.9,3rd Class Passenger,3
"SLABENOFF, Mr Petco",Died,Southampton,Man,42,Adult,Male,7.89583333,3rd Class Passenger,3
"SLAYTER, Miss Hilda Mary",Survived,Queenstown,Woman,30,Adult,Female,12.35,2nd Class Passenger,2
"SLEMEN, Mr Richard James",Died,Southampton,Man,35,Adult,Male,10.5,2nd Class Passenger,2
"SLIGHT, Mr Harry John",Died,Southampton,Man,33,Adult,Male,,Victualling Crew,V
"SLIGHT, Mr William Henry James",Died,Belfast,Man,36,Adult,Male,,Victualling Crew,V
"SLOAN, Miss Mary",Survived,Southampton,Woman,28,Adult,Female,,Victualling Crew,V
"SLOAN, Mr Peter",Died,Belfast,Man,31,Adult,Male,,Engineering Crew,E
"SLOCOMBE, Mrs Maude Louise",Survived,Southampton,Woman,30,Adult,Female,,Victualling Crew,V
"SLOCOVSKI, Mr Selman Francis",Died,Southampton,Man,20,Adult,Male,8.05,3rd Class Passenger,3
"SLOPER, Mr William Thompson",Survived,Southampton,Man,28,Adult,Male,35.5,1st Class Passenger,1
"SMALL, Mr William",Died,Southampton,Man,40,Adult,Male,,Engineering Crew,E
"SMART, Mr John Montgomery",Died,Southampton,Man,56,Adult,Male,26.55,1st Class Passenger,1
"SMILJANIC, Mr Mile",Died,Southampton,Man,37,Adult,Male,8.6625,3rd Class Passenger,3
"SMILLIE, Mr John",Died,Belfast,Man,29,Adult,Male,,Victualling Crew,V
"SMITH, Captain Edward John",Died,Southampton,Man,62,Adult,Male,,Deck CrewTitanic Officers,D
"SMITH, Miss Katherine Elizabeth",Survived,Southampton,Woman,44,Adult,Female,,Victualling Crew,V
"SMITH, Miss Marion Elsie",Survived,Southampton,Woman,39,Adult,Female,13,2nd Class Passenger,2
"SMITH, Mr Charles",Died,Southampton,Man,38,Adult,Male,,Victualling Crew,V
"SMITH, Mr Charles Edwin",Died,Southampton,Man,38,Adult,Male,,Victualling Crew,V
"SMITH, Mr Emest George",Died,Southampton,Man,27,Adult,Male,,Engineering Crew,E
"SMITH, Mr F.",Died,Belfast,Man,20,Adult,Male,,Victualling Crew,V
"SMITH, Mr James Clinch",Died,Cherbourg,Man,56,Adult,Male,30.6958333,1st Class Passenger,1
"SMITH, Mr James Muil",Died,Belfast,Man,39,Adult,Male,,Engineering Crew,E
"SMITH, Mr James William",Died,Southampton,Man,24,Adult,Male,,Victualling Crew,V
"SMITH, Mr John Richard Jago",Died,Southampton,Man,35,Adult,Male,,Victualling CrewPostal Clerk,V
"SMITH, Mr Lucian Philip",Died,Cherbourg,Man,24,Adult,Male,60,1st Class Passenger,1
"SMITH, Mr Reginald George",Died,Southampton,Man,32,Adult,Male,,,V
"SMITH, Mr Richard William",Died,Southampton,Man,,Adult,Male,26,1st Class Passenger,1
"SMITH, Mr William",Died,Southampton,Man,26,Adult,Male,,Deck Crew,D
"SMITH, Mrs Mary Eloise",Survived,Cherbourg,Woman,18,Adult,Female,60,1st Class Passenger,1
"SMITHER, Mr Harry John",Died,Southampton,Man,22,Adult,Male,,Engineering Crew,E
"SMYTH, Miss Julia",Survived,Queenstown,Woman,17,Adult,Female,7.73333333,3rd Class Passenger,3
"SMYTH, Mr Thomas",Died,Queenstown,Man,26,Adult,Male,7.75,3rd Class Passenger,3
"SNAPE, Mrs Lucy Violet",Died,Southampton,Woman,22,Adult,Female,,Victualling Crew,V
"SNELLGROVE, Mr George",Died,Southampton,Man,40,Adult,Male,,Engineering Crew,E
"SNOOKS, Mr W.",Died,Southampton,Man,26,Adult,Male,,Engineering Crew,E
"SNOW, Mr Eustace Philip",Survived,Southampton,Man,21,Adult,Male,,Engineering Crew,E
"SNYDER, Mr John Pillsbury",Survived,Southampton,Man,24,Adult,Male,82.2666667,1st Class Passenger,1
"SNYDER, Mrs Nelle",Survived,Southampton,Woman,23,Adult,Female,82.2666667,1st Class Passenger,1
"SOBEY, Mr Samuel James Hayden",Died,Southampton,Man,25,Adult,Male,13,2nd Class Passenger,2
"SHOLT, Mr Peter Andreas Lauritz Andersen",Died,Southampton,Man,19,Adult,Male,7.65,3rd Class Passenger,3
"SOMERTON, Mr Francis William",Died,Southampton,Man,30,Adult,Male,8.05,3rd Class Passenger,3
"SPARKMAN, Mr Henry William",Survived,Southampton,Man,35,Adult,Male,,Engineering Crew,E
"SPECTOR, Mr Woolf",Died,Southampton,Man,23,Adult,Male,8.05,3rd Class Passenger,3
"SPEDDEN, Master Robert Douglas",Survived,Cherbourg,Child,6,Child,Male,134.5,1st Class Passenger,1
"SPEDDEN, Mr Frederic Oakley",Survived,Cherbourg,Man,45,Adult,Male,134.5,1st Class Passenger,1
"SPEDDEN, Mrs Margaretta Corning",Survived,Cherbourg,Woman,39,Adult,Female,134.5,1st Class Passenger,1
"SPENCER, Mr William Augustus",Died,Cherbourg,Man,57,Adult,Male,146.520833,1st Class Passenger,1
"SPENCER, Mrs Marie Eugenie",Survived,Cherbourg,Woman,45,Adult,Female,146.520833,1st Class Passenger,1
"SPINNER, Mr Henry John",Died,Southampton,Man,32,Adult,Male,8.05,3rd Class Passenger,3
"STAGG, Mr John Henry",Died,Southampton,Man,38,Adult,Male,,Victualling Crew,V
"ST_HELIN-MAEGLIN, Dr Max",Survived,Southampton,Man,32,Adult,Male,30.5,1st Class Passenger,1
"STANBROOK, Mr Augustus George",Died,Southampton,Man,30,Adult,Male,,Engineering Crew,E
"STANEFF, Mr Ivan",Died,Southampton,Man,23,Adult,Male,7.89583333,3rd Class Passenger,3
"STANKOVIC, Mr Ivan",Died,Cherbourg,Man,33,Adult,Male,8.6875,3rd Class Passenger,3
"STANLEY, Miss Amy Zillah Elsie",Survived,Southampton,Woman,24,Adult,Female,7.55,3rd Class Passenger,3
"STANLEY, Mr Edward Roland",Died,Southampton,Man,21,Adult,Male,8.05,3rd Class Passenger,3
"STANTON, Mr Samuel Ward",Died,Cherbourg,Man,42,Adult,Male,15,2nd Class Passenger,2
"STAP, Miss Sarah Agnes",Survived,Southampton,Woman,47,Adult,Female,,Victualling Crew,V
"STEAD, Mr William Thomas",Died,Southampton,Man,62,Adult,Male,26.55,1st Class Passenger,1
"STEBBINGS, Mr Sydney Frederick",Died,Belfast,Man,35,Adult,Male,,Victualling Crew,V
"STEEL, Mr Robert Edward",Died,Southampton,Man,29,Adult,Male,,Engineering Crew,E
"STENGEL, Mr Charles Emil Henry",Survived,Cherbourg,Man,54,Adult,Male,55.4416667,1st Class Passenger,1
"STENGEL, Mrs Annie May",Survived,Cherbourg,Woman,44,Adult,Female,55.4416667,1st Class Passenger,1
"STEPHENSON, Mrs Martha",Survived,Cherbourg,Woman,52,Adult,Female,78.2666667,1st Class Passenger,1
"STEWART, Mr Albert Ankeny",Died,Cherbourg,Man,64,Adult,Male,27.7208333,1st Class Passenger,1
"STEWART, Mr John",Survived,Belfast,Man,27,Adult,Male,,Victualling Crew,V
"STOCKER, Mr Henry Dorey",Died,Southampton,Man,20,Adult,Male,,Engineering Crew,E
"STOKES, Mr Philip Joseph",Died,Southampton,Man,25,Adult,Male,10.5,2nd Class Passenger,2
"STONE, Mr Edmund",Died,Southampton,Man,33,Adult,Male,,Victualling Crew,V
"STONE, Mr Edward Thomas",Died,Southampton,Man,29,Adult,Male,,Victualling Crew,V
"STONE, Mrs Martha Evelyn",Survived,Southampton,Woman,62,Adult,Female,80,1st Class Passenger,1
"STOREY, Mr Thomas",Died,Southampton,Man,51,Adult,Male,0,3rd Class Passenger,3
"STOYTCHEFF, Mr Ilia",Died,Southampton,Man,19,Adult,Male,7.89583333,3rd Class Passenger,3
